review,clean_review,rating,date,year_month
글로만 소설인줄만 알았던 그 시대가..오다니,글 로만 소설 인 줄 알았던 시대 오다니,4,2024-12-11,2024-12
고통은 피한다고 피할 수 있는게 아니고 그 사실을 직시하고 받아들일 때 다음이 있다는 사실,고통 피 고 피 할 있는게 아니고 직시 받아들일 때 다음 있다는,5,2024-12-13,2024-12
감히 추모한다고 말할 수 없는 그들의 목숨.잊지 않고 두 눈으로 똑똑히 지켜봐야 한다,감히 추모 한다고 말 할 없는 목숨 . 잊지 않고 두 눈 똑똑히 지켜봐야 한다,5,2024-12-12,2024-12
작가는 혼과 혼을 연결하기 위해 혼의 작업을 하는 사람이라는 것을 알게 한 책 ..,작가 혼 혼 연결하기 위해 혼 작업 사람 이라는 알 게 책,5,2024-12-11,2024-12
그날의 광주와 지난 12.3 개엄때 앞장선 시민들~ 그대들이 있어 행복합니다,그날 광주 지난 12.3 개엄때 앞장선 시민 ~ 그대 있어 행복합니다,5,2024-12-11,2024-12
"오늘같은 시기에 읽으면
좋을것같다.
역사의 반복.","오늘 같은 시기 읽으면 
 좋을것 같다 . 
 역사 반복 .",5,2024-12-10,2024-12
"5. 그건 그들만의 죽음이 아니라, 누군가의 죽음들을 대신한 거였다고.","5 . 그건 만의 죽음 아니라 , 누군가 죽음 대신 였다고 .",5,2024-12-08,2024-12
1980년 5월 광주의 아픔을 가장 처절한 시점에서 묘사한 천재 작가의 책입니다.,1980년 5월 광주 아픔 가장 처절한 시점 묘사 천재 작가 책 .,5,2024-11-26,2024-11
잘 읽었습니다! 그리고 한강 작가님 노벨문학상 다시한번 진심으로 축하드립니다!,읽었습니다 ! 한강 작가 님 노벨문학상 한번 진심 축하 드립니다 !,5,2024-10-16,2024-10
1980년 5월. 광주,1980년 5월 . 광주,5,2024-10-13,2024-10
책 표지부터 마음이 무거운 ㅜ 하지만 꼭 읽어봐야죠,책 표지 부터 마음 무거운 ㅜ 꼭 읽어 봐야죠,5,2021-02-10,2021-02
세상에서 제일 무서운 양심.그 양심을 챙기는 우리가 됩시다,세상 제일 무서운 양심 . 양심 챙기는 됩시다,5,2019-12-26,2019-12
자유가 당연하지 않았던 시대가 가까이 있었다,자유 당연하지 않았던 시대 가까이 있었다,5,2025-01-08,2025-01
현 시국과 연결지어지며 더 몰입감이 배가되었어요.,현 시국 연결 지어지며 몰입 감 배 되었어요 .,5,2024-12-12,2024-12
2024년에 계엄령이 내려진 상황에서 읽으니 더 와닿는 가슴아픈 이야기..,2024년 계엄령 내려진 상황 읽으니 닿는 가슴 아픈 이야기,5,2024-12-11,2024-12
많은 분들이 읽고 느끼시길...근데 꼭 읽어야 할 사람들은 과연 읽을까? 느낄까?,많은 분 읽고 느끼시길 근데 꼭 읽어야 할 사람 과연 읽을까 ? 느낄까 ?,5,2024-11-30,2024-11
꼭 읽어야 할 책입니다.,꼭 읽어야 할 책 .,5,2024-11-30,2024-11
그날의 진실을 이제야 알게 된 것 같아 죄송하다. 많은 사람들이 읽었으면 하는 책.,그날 진실 이제야 알 게 된 같아 죄송하다 . 많은 사람 읽었으면 책 .,5,2024-11-26,2024-11
가슴아파 들추기 꺼리던 이야기지만 반드시 알아야할 이야기,가슴 아파 들추기 꺼리던 이야기 지만 반드시 알 아 야할 이야기,5,2024-11-15,2024-11
이 땅에 민주주의가 꽃 피우기까지 피와 땀과 눈물로 지키신 모든 분들께 감사를 드립니다.,땅 민주주의 꽃 피우기까지 피 땀 눈물 지키신 모든 분 께 감사 드립니다 .,5,2024-11-04,2024-11
노벨문학상 수상 덕분에 전 세계인들이 읽게 되어 기쁘네요~,노벨문학상 수상 덕분 전 세계 인들 읽게 되어 기쁘네요 ~,5,2024-10-18,2024-10
읽는 내내 눈물이 났습니다.,읽는 내내 눈물 났습니다 .,5,2024-10-15,2024-10
잘 기억하겠습니다. 감사합니다.,기억 하겠습니다 . 감사합니다 .,5,2024-10-15,2024-10
한번쯤읽어보길바랍니다,한번 쯤 읽어 보길 바랍니다,5,2022-07-30,2022-07
좋아요. 잘 읽었습니다.,좋아요 . 읽었습니다 .,5,2020-04-10,2020-04
한강님 소설은 다 믿고 읽는 것 같습니다.,한강 님 소설 믿고 읽는 같습니다 .,5,2020-02-27,2020-02
"계엄군에 점령당한사건의 살아남은사람들의 아픔,어린소년 동호의 죽음에 우리는빗지고있는거같다.","계엄 군 점령 당 사건 살아남은 사람 아픔 , 어린소년 동호 죽음 빗지고있는거 같다 .",5,2019-02-19,2019-02
눈물이 멈추지 않았다.,눈물 멈추지 않았다 .,5,2018-08-05,2018-08
별1개도 아까움. 정신세계가 정상아님.,별 1 개도 아까 움 . 정신 세계 정상 아님 .,1,2025-03-25,2025-03
재미있게 읽었습니다.,재미있게 읽었습니다 .,5,2025-01-23,2025-01
많은 분들이 읽으면 좋겠습니다.,많은 분 읽으면 좋겠습니다 .,5,2025-01-20,2025-01
역시 한강작가님 표현력은 이루 말할수 없네요,역시 한강 작가 님 표현 력 이루 말 할수 없네요,5,2025-01-18,2025-01
"부산과 마산도 광주처럼 학살 당할 수 있었다.
박정희와 차지철이 살아 있었다면.","부산 마산 광주 학살 당할 있었다 . 
 박정희 차지철 살 아 있었다면 .",5,2025-01-16,2025-01
잔혹한 역사속에 평범하지만 강인한 사람들,잔혹한 역사 속 평범하지만 강인한 사람,5,2025-01-14,2025-01
역시 노벨상은 이유가 있다,역시 노벨상 이유 있다,5,2025-01-14,2025-01
"많은 깨달음이 느껴지는 책입니다
청소년에게도 추천합니다.","많은 깨달음 느껴지는 책 
 청소년 에게도 추천 .",5,2025-01-10,2025-01
그날의 얼굴들에 빚지고 살아가고 있다는 생각이 든다.,그날 얼굴 빚 지고 살아가고 있다는 생각 든다 .,5,2025-01-09,2025-01
"한 점 부끄럼 없이 살고자 했던 숭고함, 그 양심의 힘을 짧게나마 느꼈습니다 고맙습니다","점 부끄럼 없이 살고자 했던 숭고함 , 양심 힘 짧게나마 느꼈습니다 고맙습니다",5,2025-01-04,2025-01
너무 잘 읽고 있어요 소장할수 있어서 행복하네요!,읽고 있어요 소장 할수 있어서 행복하네요 !,5,2025-01-04,2025-01
항쟁의 맨 선봉에 섰던 분들의 아픔과 가족들의 기억과 슬픔.. 5.18이후의 일들,항쟁 맨 선봉 섰던 분 아픔 가족 기억 슬픔 5.18 이후 일,5,2025-01-02,2025-01
우리는 그날의 기억을 잊지말아야 할것입니다,그날 기억 잊지말아야 할것,5,2024-12-29,2024-12
하루하루 소소한 일상에 감사하며 살자,하루하루 소소한 일상 감사하며 살자,5,2024-12-29,2024-12
높은 사람이 중심을 못 잡기에 전국이 불란스럽다고 느끼는 요즘 읽기 좋은 소설이었다,높은 사람 중심 못 잡기 전국 불란 스럽다고 느끼는 읽기 좋은 소설 이었다,5,2024-12-29,2024-12
잊어서는 안될 이야기,잊어서는 안될 이야기,5,2024-12-28,2024-12
현 시국과 맞아 떨어지는 소설. 2024년도에 계엄령이라니.,현 시국 맞아 떨어지는 소설 . 2024년 도에 계엄령 이라니 .,5,2024-12-27,2024-12
노벨문학상수상자의 책을 원서로 읽게 되어 너무기쁩니다,노벨문학상 수상자 책 원서 읽게 되어 기쁩니다,5,2024-12-23,2024-12
죽은 이들이 산 이들을 깨어나게 했네요.,죽은 산 깨어나게 했네요 .,5,2024-12-22,2024-12
"태극기 시위대를 보면 광주민주운동을 봤을 연세있는 분들이 왜 그러신지 뭐든 돈,권력인가요.","태극기 시위 대 보면 광주 민주 운동 봤을 연세 있는 분 왜 러신 지 뭐 든 돈 , 권력 인가요 .",5,2024-12-17,2024-12
울림이 있는 책이었습니다. 좋은 작품 감사드립니다.,울림 있는 책 이었습니다 . 좋은 작품 감사 드립니다 .,5,2024-12-15,2024-12
"잘못된 역사는 반복될 수 있기에,  남아있는 사람들은
절대 잊지 말어야 합니다.","못 된 역사 반복 될 있기에 , 남아있는 사람 
 절대 잊지 말어야 .",5,2024-12-14,2024-12
과거를 되풀이 하지 않기를 기원합니다.,과거 되풀이 하지 않기를 기원 .,5,2024-12-13,2024-12
다시는 일어나지 않아야할 우리가 꼭 기억하고 되세겨야되는 가슴아픈이야기입니다.,다시는 일어나지 않아 야할 꼭 기억 되세 겨 야 되는 가슴 아픈 이야기 .,5,2024-12-11,2024-12
소설은 취향이 있다고 생각했다. 그러나 이 책은 취향을 이야기 할 수 없는 전국민 필독서!,소설 취향 있다고 생각 . 책 취향 이야기 할 없는 전 국민 필독 서 !,5,2024-12-11,2024-12
지금 꼭 읽어야 할 책인 것 같습니다.,지금 꼭 읽어야 할 책 인 같습니다 .,5,2024-12-05,2024-12
항상 기억하고 생각해야 할 대한민국 역사의 아픔을 담대하게 때론 처절하게 써내려 간다,기억 생각 해야 할 대한민국 역사 아픔 담대하게 때론 처절하게 써내려 간다,5,2024-12-04,2024-12
대한민국 국민이 꼭 읽어야 할 책입니다.,대한민국 국민 꼭 읽어야 할 책 .,5,2024-11-24,2024-11
작가의 고통과 유족분들의 남모른 아픔과 슬픔이 책에 고스란히 담겨있어 더욱 아프네요.,작가 고통 유족 분들 남모른 아픔 슬픔 책 고스 란 히 담겨있어 아프네요 .,5,2024-11-17,2024-11
"그 시간, 그 장소의 기억들을 꺼내보았습니다.","시간 , 장소 기억 꺼내 보았습니다 .",5,2024-11-16,2024-11
잊지 말아야 할 역사적 아픔..............,잊지 말아야 할 역사 적 아픔 ..............,5,2024-11-12,2024-11
소년이 온다. 슬프다. 어찌 사람에게 그런짓들을..잊지 않아야 한다. 잊어선 안된다.,소년 온다 . 슬프다 . 어찌 사람 그런 짓 잊지 않아야 한다 . 잊어선 안된다 .,5,2024-11-10,2024-11
"왜 우리는 이 책을 읽어야하고, 역사를 잊지 말아야하는지를 다시 한번 생각합니다","왜 책 읽어야하고 , 역사 잊지 말아야하는지를 한번 생각",5,2024-11-06,2024-11
한강작가님 전체작품 정주행중입니다,한강 작가 님 전체 작품 정 주행 중,5,2024-11-05,2024-11
아프지만 직시해야하는 우리의 역사..,아프지만 직시 해야하는 역사,5,2024-11-05,2024-11
꼭 한번쯤은 읽어봐야 할 책,꼭 한번 쯤 읽어 봐야 할 책,5,2024-11-04,2024-11
"그냥 눈물만 흐릅니다 , 잊지 않겠습니다.","눈물 흐릅니다 , 잊지 않겠습니다 .",5,2024-11-02,2024-11
무겁고 슬프지만 한 글자도 놓치지 않고 봐야 하는 책.,무겁고 슬프지만 글자 놓치지 않고 봐야 책 .,5,2024-10-23,2024-10
눈물이 멈추질 않아요....,눈물 멈추질 않아요 ....,5,2024-10-20,2024-10
"감사합니다 
기억해주셔서,기억하게 해주셔서","감사합니다 기억 해주셔서 , 기억 해주셔서",5,2024-10-19,2024-10
아프고 힘들지만 꼭 읽어야 할 책,아프고 힘들지만 꼭 읽어야 할 책,5,2024-10-19,2024-10
슬프고 아프지만 꼼꼼히 잘읽겠습니다,슬프고 아프지만 꼼꼼히 읽겠습니다,5,2024-10-19,2024-10
너무 가슴아픕니다. 최고의 작품,가슴 아픕니다 . 최고 작품,5,2024-10-15,2024-10
읽는내내 악몽을 꾸었다.,읽는내내 악몽 꾸었다 .,5,2024-10-15,2024-10
전세계의 '5.18광주'가 더이상 없으면 좋겠습니다. 작가님 감사합니다,전세계 ' 5.18 광주 ' 이상 없으면 좋겠습니다 . 작가 님 감사합니다,5,2024-10-13,2024-10
읽기전 단단히 준비하고 들어갔지만 몇장을 넘기는 순간 무너지고 마는 눈물로 읽었던 책,읽기전 단단히 준비 들어갔지만 몇장 넘기는 순간 무너지고 마는 눈물 읽었던 책,5,2024-10-13,2024-10
"읽기전 마음의 준비가 필요한책
읽고난 후에도 쉽게 놓을 수 없는 책 입니다.","읽기전 마음 준비 필요한 책 
 읽고난 후 에도 쉽게 놓을 없는 책 .",5,2024-10-13,2024-10
"5월 봄바람같은 언어로 써낸 아주  가슴아프고 잔인한  나,너,당신,그녀,그들의 이야기","5월 봄바람 같은 언어 써 낸 아주 가슴 아프고 잔인한 나 , 너 , 당신 , 그녀 , 이야기",5,2024-10-13,2024-10
518이라는 사건이 개인의 입장에서 해석이 충격적이였어요.,518 이라는 사건 개인 입장 해석 충격 적이였어요 .,5,2024-05-07,2024-05
슬프지만 역사를 잊을 수 없기에 꼭 읽어야 하는 책,슬프지만 역사 잊을 없기에 꼭 읽어야 책,5,2023-06-02,2023-06
읽기 불편하고 우울하지만 꼭 읽어야 했던 책,읽기 불편하고 우울하지만 꼭 읽어야 했던 책,5,2022-05-17,2022-05
감동적이고 여운이 남는 책,감동 적 이고 여운 남는 책,5,2022-02-01,2022-02
채식주의자보다 좋았어요!,채식주의자 좋았어요 !,5,2019-10-06,2019-10
너무너무 재밌어요 제발 꼭 보세요,재밌어요 제발 꼭 보세요,5,2019-07-23,2019-07
처음으로 읽는 한강 작가의 책.,처음 읽는 한강 작가 책 .,5,2018-10-17,2018-10
마음이 아프고 무겁고 우울해져 읽기가 어려웠다.,마음 아프고 무겁고 우울해져 읽기가 어려웠다 .,3,2018-08-19,2018-08
저는 조금 힘든 책이었습니다.,조금 힘든 책 이었습니다 .,2,2025-01-02,2025-01
"치밀하지 못한 구성, 혼잡한 전개. 한강이란 작가가 일류가 아닌 이류인 이유...","치밀하지 못 구성 , 혼잡한 전개 . 한강 이란 작가 일류 아닌 이류 인 이유",2,2017-07-31,2017-07
왜 하필 어린 소년을 빌려 말하려고 했는지. 시간의 무서움이 두려워서일까. 도아서 딴길로,왜 하필 어린 소년 빌려 말 하려고 했는지 . 시간 무서움 두려워서 일까 . 도아 서 딴길로,1,2024-11-17,2024-11
잘보겠습니다. 감사합니다~,보겠습니다 . 감사합니다 ~,5,2025-07-24,2025-07
가슴 아픈 그러나 반드시 알아야만 하는,가슴 아픈 반드시 알아야만,5,2025-07-24,2025-07
슬프고 가슴 아프지만 우리 모두가 잊지 말아야 할 이야기,슬프고 가슴 아프지만 모두 잊지 말아야 할 이야기,5,2025-07-24,2025-07
그 어떤 매체보다도 생생한 1980년 광주의 기록,어떤 매체 보다도 생생한 1980년 광주 기록,5,2025-07-23,2025-07
매일을 감사하게 생각하며 살게 되었습니다.,매일 감사하게 생각 살 게 되었습니다 .,5,2025-07-22,2025-07
매일을 감사하게 생각하며 살게 되었습니다.,매일 감사하게 생각 살 게 되었습니다 .,5,2025-07-22,2025-07
이책은 우리 모두가 읽었으면 하는 마음으로 올린다.,책 모두 읽었으면 마음 올린다 .,5,2025-07-21,2025-07
잊어서는 안될 고귀한 생명들을 위로합니다,잊어서는 안될 고귀한 생명 위로,5,2025-07-21,2025-07
섬세한 감정묘사 와 전개 감동적이예요,섬세한 감정 묘사 전개 감동 적 이예 요,5,2025-07-19,2025-07
잘 읽었습니다. 감사합니다.,읽었습니다 . 감사합니다 .,5,2025-07-17,2025-07
남의 일처럼 생각했던 518광주운동에 대해 더 깊이 생각하는 계기가 되었다,남 일 생각 했던 518 광주 운동 대해 깊이 생각 계기 되었다,5,2025-07-16,2025-07
광주의 5월을 살아낸 소년과 남겨진 이들의 통렬한 증언,광주 5월 살 아 낸 소년 남겨진 통렬 증언,5,2025-07-16,2025-07
두번 세번 천천히 다시 읽어보고 싶은 소설,두 번 세번 천천히 읽어 보고 싶은 소설,5,2025-07-16,2025-07
매년 5월이면 꼭 읽어야 할 책,매년 5월 이면 꼭 읽어야 할 책,5,2025-07-16,2025-07
아픈역사 잊지않아야합니다.,아픈 역사 잊지 않아 야합니다 .,5,2025-07-16,2025-07
"당신이 죽은 뒤 장례식을 치르지 못해, 내 삶이 장례식이 되었습니다.","당신 죽은 뒤 장례식 치르지 못 해 , 내 삶 장례식 되었습니다 .",5,2025-07-15,2025-07
번역이 필요없는 노벨문학상 도서를 읽을 수 있다는 게 큰 감동입니다,번역 필요없는 노벨문학상 도서 읽을 있다는 게 큰 감동,5,2025-07-15,2025-07
드디어 구입했네요 번역이 필요없는 노벨문학상 도서를 읽을 수 있다는게 넘 감동이네요,드디어 구입 했네요 번역 필요없는 노벨문학상 도서 읽을 있다는게 넘 감동 이네 요,5,2025-07-15,2025-07
이제서야 펼치는 책...천천히 읽어보겠습니다.,이제 서야 펼치는 책 천천히 읽어 보겠습니다 .,5,2025-07-14,2025-07
한강 작가의 책 중 가장 와닿는 책,한강 작가 책 중 가장 닿는 책,5,2025-07-14,2025-07
읽기시작하면 놓을수없어요,읽기 시작 하 면 놓을수 없어요,5,2025-07-14,2025-07
"이 읽기도 힘든 책을 작가님은 어찌 쓰셨을지,,","읽기도 힘든 책 작가 님 어찌 쓰셨을지 ,,",5,2025-07-13,2025-07
재미있게 잘 보고 있어요,재미있게 보고 있어요,5,2025-07-13,2025-07
"""광주 5.18 민주화운동의 비극을 소년의 시선으로 그려낸, 잊어서는 안 될 우리의 역사",""" 광주 5.18 민주화 운동 비극 소년 시선 그려 낸 , 잊어서는 안 될 역사",5,2025-07-13,2025-07
너무 가슴시린글이네요한강작가의  섬세한 문장이 가슴에 와닿습니다노벨 문학상 진심으로 축하해,가슴 시린 글 이네 요 한강 작가 섬세한 문장 가슴 닿습니다 노벨 문학상 진심 축하 해,5,2025-07-12,2025-07
재밌게 잘 보고 있어요ㅎㅎ!,재밌게 보고 있어요 !,5,2025-07-12,2025-07
잘 읽었습니다. 감사합니다.,읽었습니다 . 감사합니다 .,5,2025-07-11,2025-07
슬프지만 읽어야 하는 이야기,슬프지만 읽어야 이야기,5,2025-07-09,2025-07
다른 시리즈도 읽겠습니다!,다른 시리즈 읽겠습니다 !,5,2025-07-08,2025-07
한 장 한 장 넘길 때마다 용기가 필요했던 책.,장 장 넘길 때 마다 용기 필요했던 책 .,5,2025-07-08,2025-07
"우리의 역사를 소설로 만나는 일, 감회가 새롭다","역사 소설 만나는 일 , 감회 새롭다",5,2025-07-07,2025-07
마음이 많이 아팠습니다. 잊지 않겠습니다.,마음 아팠습니다 . 잊지 않겠습니다 .,5,2025-07-05,2025-07
믿고 보는 작가들 중 한 분.,믿고 보는 작가 중 분 .,5,2025-07-04,2025-07
성인이 되고 첫 책이자 소설책인데 책에대한 집중도와 우리나라 아픈 역사이기에 추천드립니다,성인 되고 첫 책 이자 소설 책 인데 책 대한 집중 우리나라 아픈 역사 이기 추천 드립니다,5,2025-07-04,2025-07
세계가 인정한 글로벌 한강 작가의 5.18 광주민주화운동 관련 책 #소년이온다 최고입니다,세계 인정 글로벌 한강 작가 5.18 광주 민주화 운동 관련 책 #소년이온다 최고,5,2025-07-04,2025-07
"생생한 표현,과장되지 않음에서 오는 절절함, 책을 보며 흐르는 눈물을 참기 힘들었다","생생한 표현 , 과장 되지 않 음 오는 절절 함 , 책 보며 흐르는 눈물 참기 힘들었다",5,2025-07-03,2025-07
광주의 아픔을 우리 모두 공감할 수 있게 이끌어준 슬픈 명장,광주 아픔 모두 공감 할 있게 이끌어 준 슬픈 명장,5,2025-06-30,2025-06
명백하고 또렷하게 5.18을 담아낸 눈물나는 수작입니다.,명백하고 또렷하게 5.18 담아 낸 눈물나는 수작 .,5,2025-06-30,2025-06
명백하고 또렷하게 5.18을 담아낸 수작,명백하고 또렷하게 5.18 담아 낸 수작,5,2025-06-30,2025-06
읽을 만한 가치가 충분한 책이었어요,읽을 가치 충분한 책 이었어요,5,2025-06-29,2025-06
"한강 작가님 책은 다 읽고 싶어져요 쓸쓸함과, 고통을 담아내는 능력에 반합니다","한강 작가 님 책 읽고 싶어져요 쓸쓸함과 , 고통 담아내는 능력 반합니다",5,2025-06-28,2025-06
잘 읽었어요. 추천합니다.,읽었어요 . 추천 .,5,2025-06-27,2025-06
광주를 기록해주셔서 감사합니다.,광주 기록 해주셔서 감사합니다 .,5,2025-06-27,2025-06
꼭 한번은 읽어야 할 우리의 역사입니다.,꼭 한번 읽어야 할 역사 .,5,2025-06-27,2025-06
알고 있는 역사였지만 다시 마음이 저립니다,알 고 있는 역사 였지만 마음 저립니다,5,2025-06-27,2025-06
믿고 볼 수 있는 작가의 책이 생겼다는건 독서를 할때 책 선택의 어려움을 겪는 나에겐 행운,믿고 볼 있는 작가 책 생겼다는건 독서 할 때 책 선택 어려움 겪는 나 에겐 행운,5,2025-06-27,2025-06
5.18 그날의 광주는 지금도 현재 진행형입니다. 대한민국 전국민이 알아야 할 이야기입니다,5.18 그날 광주 지금 현재 진행형 . 대한민국 전 국민 알아야 할 이야기,5,2025-06-27,2025-06
아직 읽어보진 않았지만 기대가 됩니다,아직 읽어 보진 않았지만 기대 됩니다,5,2025-06-26,2025-06
잊지 않아야할 역사. 참혹함에 하도 찡그리고 읽어서 친구가 무슨 일 있냐한 기억이 있네요,잊지 않아 야할 역사 . 참혹함에 하도 찡그리고 읽어서 친구 무슨 일 있냐한 기억 있네요,5,2025-06-26,2025-06
읽는 내내 가슴이 먹먹했던 책. 다시는 일어나지 않아야 할 비극.,읽는 내내 가슴 먹 먹 했던 책 . 다시는 일어나지 않아야 할 비극 .,5,2025-06-26,2025-06
읽으려니 마음이 아픕니다,읽으려니 마음 아픕니다,5,2025-06-26,2025-06
한국인이라면 꼭 마주해야 할 진실,한국인 라면 꼭 마주 해야 할 진실,5,2025-06-25,2025-06
슬픈 역사를 저릿하게 기억하기 하는 좋은 소설 입니다 저장해두고 한번씩 꺼내 읽어야 할 필,슬픈 역사 저릿하게 기억 좋은 소설 저장 해 두고 한번 씩 꺼내 읽어야 할 필,5,2025-06-24,2025-06
반드시 읽어야 할 책,반드시 읽어야 할 책,5,2025-06-23,2025-06
우리나라에서도 노벨문학상이 나오길 바랬지만 드디어 나온게 아쉽습니다!!더 나올수있는데,우리나라 에서도 노벨문학상 나오길 바랬 지만 드디어 나온게 아쉽습니다 !! 나올수있는데,5,2025-06-20,2025-06
